Variable,Label,Code,Category,Frequency,Percent,Missing
balneg,"SCI RESEARCH IS STRONGLY IN FAVOR OF HARMFUL RESULTS",2.0,"Slightly in favor",384.0,0.01,
balneg,"SCI RESEARCH IS STRONGLY IN FAVOR OF HARMFUL RESULTS",8.0,"DONT KNOW",9.0,0.0,*
balneg,"SCI RESEARCH IS STRONGLY IN FAVOR OF HARMFUL RESULTS",9.0,"NO ANSWER",25.0,0.0,*
scistudy,"R HAS CLEAR UNDERSTANDING OF SCIENTIFIC STUDY",0.0,"IAP",53273.0,0.89,*
scistudy,"R HAS CLEAR UNDERSTANDING OF SCIENTIFIC STUDY",1.0,"Clear understanding",1760.0,0.03,
scistudy,"R HAS CLEAR UNDERSTANDING OF SCIENTIFIC STUDY",2.0,"General sense",3161.0,0.05,
scistudy,"R HAS CLEAR UNDERSTANDING OF SCIENTIFIC STUDY",3.0,"Little understanding",1291.0,0.02,
scistudy,"R HAS CLEAR UNDERSTANDING OF SCIENTIFIC STUDY",8.0,"DONT KNOW",90.0,0.0,*
scistudy,"R HAS CLEAR UNDERSTANDING OF SCIENTIFIC STUDY",9.0,"NO ANSWER",24.0,0.0,*
scitext,"WHAT IT MEANS TO R TO STUDY SCIENFICALLY",0.0,"IAP",54628.0,0.92,*
scitext,"WHAT IT MEANS TO R TO STUDY SCIENFICALLY",1.0,"Formulation of Theories Test Hypotheses",564.0,0.01,
scitext,"WHAT IT MEANS TO R TO STUDY SCIENFICALLY",2.0,"Do experiments Control Group",489.0,0.01,
scitext,"WHAT IT MEANS TO R TO STUDY SCIENFICALLY",3.0,"Rigorous Systematic Comparison",348.0,0.01,
scitext,"WHAT IT MEANS TO R TO STUDY SCIENFICALLY",4.0,"Measurement",683.0,0.01,
scitext,"WHAT IT MEANS TO R TO STUDY SCIENFICALLY",5.0,"Classification",1523.0,0.03,
scitext,"WHAT IT MEANS TO R TO STUDY SCIENFICALLY",6.0,"Redundancies Incorrect",884.0,0.01,
scitext,"WHAT IT MEANS TO R TO STUDY SCIENFICALLY",8.0,"Don t Know Uncodeable",385.0,0.01,*
scitext,"WHAT IT MEANS TO R TO STUDY SCIENFICALLY",9.0,"No Answer Blank",95.0,0.0,*
expdesgn,"BETTER WAY TO TEST DRUG BTW CONTROL AND NON-CONTROL",0.0,"IAP",53273.0,0.89,*
expdesgn,"BETTER WAY TO TEST DRUG BTW CONTROL AND NON-CONTROL",1.0,"All 1000 get the drug",1041.0,0.02,
expdesgn,"BETTER WAY TO TEST DRUG BTW CONTROL AND NON-CONTROL",2.0,"500 get the drug 500 dont",4905.0,0.08,
expdesgn,"BETTER WAY TO TEST DRUG BTW CONTROL AND NON-CONTROL",8.0,"DONT KNOW",332.0,0.01,*
expdesgn,"BETTER WAY TO TEST DRUG BTW CONTROL AND NON-CONTROL",9.0,"NO ANSWER",48.0,0.0,*
exptext,"WHY IS IT BETTER TO TEST DRUG THIS WAY",0.0,"IAP",53553.0,0.9,*
exptext,"WHY IS IT BETTER TO TEST DRUG THIS WAY",1.0,"Correct Control Group",1087.0,0.02,
exptext,"WHY IS IT BETTER TO TEST DRUG THIS WAY",2.0,"Correct Vague Reason",1464.0,0.02,
exptext,"WHY IS IT BETTER TO TEST DRUG THIS WAY",3.0,"Correct Wrong Reason",2195.0,0.04,
exptext,"WHY IS IT BETTER TO TEST DRUG THIS WAY",4.0,"Correct Don t Know",111.0,0.0,
exptext,"WHY IS IT BETTER TO TEST DRUG THIS WAY",5.0,"Wrong Reservations about Control Group",117.0,0.0,
exptext,"WHY IS IT BETTER TO TEST DRUG THIS WAY",6.0,"Wrong Reservations about Sample",484.0,0.01,
exptext,"WHY IS IT BETTER TO TEST DRUG THIS WAY",7.0,"Wrong Other Reason",374.0,0.01,
exptext,"WHY IS IT BETTER TO TEST DRUG THIS WAY",8.0,"Wrong Don t Know",41.0,0.0,
exptext,"WHY IS IT BETTER TO TEST DRUG THIS WAY",9.0,"No Answer to Closed ended Question",128.0,0.0,
exptext,"WHY IS IT BETTER TO TEST DRUG THIS WAY",98.0,"Uncodeable",35.0,0.0,*
exptext,"WHY IS IT BETTER TO TEST DRUG THIS WAY",99.0,"Blank",10.0,0.0,*
odds1,"TEST OF KNOWLEDGE ABOUT PROBABLITY1",0.0,"IAP",53273.0,0.89,*
odds1,"TEST OF KNOWLEDGE ABOUT PROBABLITY1",1.0,"Yes",616.0,0.01,
odds1,"TEST OF KNOWLEDGE ABOUT PROBABLITY1",2.0,"No",5249.0,0.09,
odds1,"TEST OF KNOWLEDGE ABOUT PROBABLITY1",8.0,"DONT KNOW",424.0,0.01,*
odds1,"TEST OF KNOWLEDGE ABOUT PROBABLITY1",9.0,"NO ANSWER",37.0,0.0,*
odds2,"TEST OF KNOWLEDGE ABOUT PROBABLITY2",0.0,"IAP",53273.0,0.89,*
odds2,"TEST OF KNOWLEDGE ABOUT PROBABLITY2",1.0,"Yes",4610.0,0.08,
odds2,"TEST OF KNOWLEDGE ABOUT PROBABLITY2",2.0,"No",1284.0,0.02,
odds2,"TEST OF KNOWLEDGE ABOUT PROBABLITY2",8.0,"DONT KNOW",395.0,0.01,*
odds2,"TEST OF KNOWLEDGE ABOUT PROBABLITY2",9.0,"NO ANSWER",37.0,0.0,*
hotcore,"SCI KNOWLEDGE: THE CENTER OF EARTH IS VERY HOT",0.0,"IAP",53048.0,0.89,*
hotcore,"SCI KNOWLEDGE: THE CENTER OF EARTH IS VERY HOT",1.0,"True",5301.0,0.09,
hotcore,"SCI KNOWLEDGE: THE CENTER OF EARTH IS VERY HOT",2.0,"False",360.0,0.01,
hotcore,"SCI KNOWLEDGE: THE CENTER OF EARTH IS VERY HOT",8.0,"DONT KNOW",868.0,0.01,*
hotcore,"SCI KNOWLEDGE: THE CENTER OF EARTH IS VERY HOT",9.0,"NO ANSWER",22.0,0.0,*
radioact,"SCI KNOWLEDGE:ALL  RADIOACTIVITY IS MAN-MADE",0.0,"IAP",53048.0,0.89,*
radioact,"SCI KNOWLEDGE:ALL  RADIOACTIVITY IS MAN-MADE",1.0,"True",1121.0,0.02,
radioact,"SCI KNOWLEDGE:ALL  RADIOACTIVITY IS MAN-MADE",2.0,"False",4543.0,0.08,
radioact,"SCI KNOWLEDGE:ALL  RADIOACTIVITY IS MAN-MADE",8.0,"DONT KNOW",865.0,0.01,*
radioact,"SCI KNOWLEDGE:ALL  RADIOACTIVITY IS MAN-MADE",9.0,"NO ANSWER",22.0,0.0,*
boyorgrl,"SCI KNOWLEDGE:FATHER GENE DECIDES SEX OF BABY",0.0,"IAP",53302.0,0.89,*
boyorgrl,"SCI KNOWLEDGE:FATHER GENE DECIDES SEX OF BABY",1.0,"True",3817.0,0.06,
boyorgrl,"SCI KNOWLEDGE:FATHER GENE DECIDES SEX OF BABY",2.0,"False",1513.0,0.03,
boyorgrl,"SCI KNOWLEDGE:FATHER GENE DECIDES SEX OF BABY",8.0,"DONT KNOW",948.0,0.02,*
boyorgrl,"SCI KNOWLEDGE:FATHER GENE DECIDES SEX OF BABY",9.0,"NO ANSWER",19.0,0.0,*
lasers,"SCI KNOWLEDGE:LASERS WORK BY FOCUSING SOUND WAVES",0.0,"IAP",53048.0,0.89,*
lasers,"SCI KNOWLEDGE:LASERS WORK BY FOCUSING SOUND WAVES",1.0,"True",1357.0,0.02,
lasers,"SCI KNOWLEDGE:LASERS WORK BY FOCUSING SOUND WAVES",2.0,"False",3035.0,0.05,
lasers,"SCI KNOWLEDGE:LASERS WORK BY FOCUSING SOUND WAVES",8.0,"DONT KNOW",2136.0,0.04,*
lasers,"SCI KNOWLEDGE:LASERS WORK BY FOCUSING SOUND WAVES",9.0,"NO ANSWER",23.0,0.0,*
electron,"SCI KNOWLEDGE:ELECTRONS ARE SMALLER THAN ATOMS",0.0,"IAP",53048.0,0.89,*
electron,"SCI KNOWLEDGE:ELECTRONS ARE SMALLER THAN ATOMS",1.0,"True",3366.0,0.06,
electron,"SCI KNOWLEDGE:ELECTRONS ARE SMALLER THAN ATOMS",2.0,"False",1342.0,0.02,
electron,"SCI KNOWLEDGE:ELECTRONS ARE SMALLER THAN ATOMS",8.0,"DONT KNOW",1820.0,0.03,*
electron,"SCI KNOWLEDGE:ELECTRONS ARE SMALLER THAN ATOMS",9.0,"NO ANSWER",23.0,0.0,*
viruses,"SCI KNOWLEDGE:ANTIVIOTICS KILL VIRUSES AS WELL AS BACTERIA",0.0,"IAP",53048.0,0.89,*
viruses,"SCI KNOWLEDGE:ANTIVIOTICS KILL VIRUSES AS WELL AS BACTERIA",1.0,"True",2642.0,0.04,
viruses,"SCI KNOWLEDGE:ANTIVIOTICS KILL VIRUSES AS WELL AS BACTERIA",2.0,"False",3410.0,0.06,
viruses,"SCI KNOWLEDGE:ANTIVIOTICS KILL VIRUSES AS WELL AS BACTERIA",8.0,"DONT KNOW",480.0,0.01,*
viruses,"SCI KNOWLEDGE:ANTIVIOTICS KILL VIRUSES AS WELL AS BACTERIA",9.0,"NO ANSWER",19.0,0.0,*
bigbang,"SCI KNOWLEDGE:THE UNIVERSE BEGAN WITH A HUGE EXPLOSION",0.0,"IAP",53533.0,0.9,*
bigbang,"SCI KNOWLEDGE:THE UNIVERSE BEGAN WITH A HUGE EXPLOSION",1.0,"True",2122.0,0.04,
bigbang,"SCI KNOWLEDGE:THE UNIVERSE BEGAN WITH A HUGE EXPLOSION",2.0,"False",2155.0,0.04,
bigbang,"SCI KNOWLEDGE:THE UNIVERSE BEGAN WITH A HUGE EXPLOSION",8.0,"DONT KNOW",1762.0,0.03,*
bigbang,"SCI KNOWLEDGE:THE UNIVERSE BEGAN WITH A HUGE EXPLOSION",9.0,"NO ANSWER",27.0,0.0,*
condrift,"SCI KNOWLEDGE:THE CONTINENTS HAVE BEEN MOVING",0.0,"IAP",53048.0,0.89,*
condrift,"SCI KNOWLEDGE:THE CONTINENTS HAVE BEEN MOVING",1.0,"True",5165.0,0.09,
condrift,"SCI KNOWLEDGE:THE CONTINENTS HAVE BEEN MOVING",2.0,"False",608.0,0.01,
condrift,"SCI KNOWLEDGE:THE CONTINENTS HAVE BEEN MOVING",8.0,"DONT KNOW",756.0,0.01,*
condrift,"SCI KNOWLEDGE:THE CONTINENTS HAVE BEEN MOVING",9.0,"NO ANSWER",22.0,0.0,*
evolved,"SCI KNOWLEDGE:HUMAN BEINGS DEVELOPED FROM ANIMALS",0.0,"IAP",53533.0,0.9,*
evolved,"SCI KNOWLEDGE:HUMAN BEINGS DEVELOPED FROM ANIMALS",1.0,"True",2726.0,0.05,
evolved,"SCI KNOWLEDGE:HUMAN BEINGS DEVELOPED FROM ANIMALS",2.0,"False",2512.0,0.04,
evolved,"SCI KNOWLEDGE:HUMAN BEINGS DEVELOPED FROM ANIMALS",8.0,"DONT KNOW",793.0,0.01,*
evolved,"SCI KNOWLEDGE:HUMAN BEINGS DEVELOPED FROM ANIMALS",9.0,"NO ANSWER",35.0,0.0,*
earthsun,"SCI KNOWLEDGE:THE EARTH GOES AROUND THE SUN",0.0,"IAP",53048.0,0.89,*
earthsun,"SCI KNOWLEDGE:THE EARTH GOES AROUND THE SUN",1.0,"Earth around sun",4777.0,0.08,
earthsun,"SCI KNOWLEDGE:THE EARTH GOES AROUND THE SUN",2.0,"Sun around earth",1272.0,0.02,
earthsun,"SCI KNOWLEDGE:THE EARTH GOES AROUND THE SUN",8.0,"DONT KNOW",479.0,0.01,*
earthsun,"SCI KNOWLEDGE:THE EARTH GOES AROUND THE SUN",9.0,"NO ANSWER",23.0,0.0,*
solarrev,"SCI KNOWLEDGE:HOW LONG THE EARTH GOES AROUND THE SUN",0.0,"IAP",54808.0,0.92,*
solarrev,"SCI KNOWLEDGE:HOW LONG THE EARTH GOES AROUND THE SUN",1.0,"One day",915.0,0.02,
solarrev,"SCI KNOWLEDGE:HOW LONG THE EARTH GOES AROUND THE SUN",2.0,"One month",86.0,0.0,
solarrev,"SCI KNOWLEDGE:HOW LONG THE EARTH GOES AROUND THE SUN",3.0,"One year",3397.0,0.06,
solarrev,"SCI KNOWLEDGE:HOW LONG THE EARTH GOES AROUND THE SUN",4.0,"OTHER TIME PERIOD IF VOLUNTEERED",7.0,0.0,
solarrev,"SCI KNOWLEDGE:HOW LONG THE EARTH GOES AROUND THE SUN",8.0,"DONT KNOW",370.0,0.01,*
solarrev,"SCI KNOWLEDGE:HOW LONG THE EARTH GOES AROUND THE SUN",9.0,"NO ANSWER",16.0,0.0,*
TOMATOES,"REGULAR TOMATOES NO GENES",0.0,"IAP",58658.0,0.98,*
TOMATOES,"REGULAR TOMATOES NO GENES",1.0,"True",181.0,0.0,
TOMATOES,"REGULAR TOMATOES NO GENES",2.0,"False",445.0,0.01,
TOMATOES,"REGULAR TOMATOES NO GENES",8.0,"DON'T KNOW",311.0,0.01,*
TOMATOES,"REGULAR TOMATOES NO GENES",9.0,"No answer",4.0,0.0,*
intrhome,"INTERNET ACCESS IN R'S HOME",0.0,"IAP",53273.0,0.89,*
intrhome,"INTERNET ACCESS IN R'S HOME",1.0,"Yes",4512.0,0.08,
intrhome,"INTERNET ACCESS IN R'S HOME",2.0,"No",1785.0,0.03,
intrhome,"INTERNET ACCESS IN R'S HOME",8.0,"DONT KNOW",12.0,0.0,*
intrhome,"INTERNET ACCESS IN R'S HOME",9.0,"NO ANSWER",17.0,0.0,*
coldeg1,"THE HIGHEST DEGREE R HAVE EARNED",0.0,"IAP",57232.0,0.96,*
coldeg1,"THE HIGHEST DEGREE R HAVE EARNED",1.0,"ASSOCIATE'S",575.0,0.01,
coldeg1,"THE HIGHEST DEGREE R HAVE EARNED",2.0,"BACHELOR'S",1116.0,0.02,
coldeg1,"THE HIGHEST DEGREE R HAVE EARNED",3.0,"MASTER'S",465.0,0.01,
coldeg1,"THE HIGHEST DEGREE R HAVE EARNED",4.0,"MBA",36.0,0.0,
coldeg1,"THE HIGHEST DEGREE R HAVE EARNED",5.0,"LAW",41.0,0.0,
coldeg1,"THE HIGHEST DEGREE R HAVE EARNED",6.0,"PHD",82.0,0.0,
coldeg1,"THE HIGHEST DEGREE R HAVE EARNED",7.0,"MD",21.0,0.0,
coldeg1,"THE HIGHEST DEGREE R HAVE EARNED",8.0,"OTHER",24.0,0.0,
coldeg1,"THE HIGHEST DEGREE R HAVE EARNED",98.0,"DONT KNOW",1.0,0.0,*
coldeg1,"THE HIGHEST DEGREE R HAVE EARNED",99.0,"NO ANSWER",6.0,0.0,*
majorcol,"THE FIELD OF DEGREE R EARNED",0.0,"IAP",56861.0,0.95,*
majorcol,"THE FIELD OF DEGREE R EARNED",1.0,"ACCOUNTING/BOOKKEEPING",69.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",2.0,"ADVERTISING",2.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",3.0,"AGRICULTURE",7.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",4.0,"ALLIED HEALTH",2.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",5.0,"ANTHROPOLGY",11.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",6.0,"ARCHITECTURE",15.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",7.0,"ART",40.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",8.0,"BIOLOGY",67.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",9.0,"BUSINESS ADMINISTRATION",348.0,0.01,
majorcol,"THE FIELD OF DEGREE R EARNED",11.0,"CHEMISTRY",11.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",12.0,"COMMUNICATIONS/SPEECH",65.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",13.0,"COMM. DISORDERS",4.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",14.0,"COMPUTER SCIENCE",79.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",15.0,"DENTISTRY",6.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",16.0,"EDUCATION",270.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",17.0,"ECONOMICS",30.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",18.0,"ENGINEERING",142.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",19.0,"ENGLISH",52.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",20.0,"FINANCE",36.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",21.0,"FOREIGN LANGUAGE",15.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",22.0,"FORESTRY",3.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",23.0,"GEOGRAPHY",7.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",24.0,"GEOLOGY",9.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",25.0,"HISTORY",32.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",26.0,"HOME ECONOMICS",3.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",27.0,"INDUSTRY & TECHN",14.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",28.0,"JOURNALISM",13.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",29.0,"LAW",71.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",30.0,"LAW ENFORCEMENT",23.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",31.0,"LIBRARY SCIENCE",13.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",32.0,"MARKETING",40.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",33.0,"MATHMATICS",25.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",34.0,"MEDICINE",34.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",35.0,"MUSIC",18.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",36.0,"NURSING",132.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",37.0,"OPTOMETRY",0.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",38.0,"PHARMACY",4.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",39.0,"PHILOSOPHY",4.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",40.0,"PHYSICAL EDUCATION",15.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",41.0,"PHYSICS",12.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",42.0,"PSYCHOLOGY",79.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",43.0,"POLITICAL SCIENCE",53.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",44.0,"SOCOLOGY",31.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",45.0,"SPECIAL EDUCATION",6.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",46.0,"THEATER ARTS",8.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",47.0,"THEOLOGY",16.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",48.0,"VETERINARY MEDICINE",7.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",49.0,"LIBERAL ARTS",43.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",50.0,"OTHER",55.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",51.0,"GENERAL SCIENCES",56.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",52.0,"SOCIAL WORK",35.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",53.0,"GENERAL SUTDIES",42.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",54.0,"OTHER VOCATIONAL",108.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",55.0,"HEALTH",76.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",56.0,"Industrial relations",1.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",57.0,"Child development",6.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",58.0,"Food science/nutrition/culinary arts",7.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",59.0,"Environment science/studies",5.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",60.0,"Social sciences",1.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",61.0,"Human services",11.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",62.0,"Visual arts/graphic design",5.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",63.0,"Fine arts",5.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",64.0,"Humanities",3.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",65.0,"Ethnic studies",3.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",66.0,"Educational administration",3.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",67.0,"TV, film",4.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",68.0,"Aviation, aeronatics",0.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",69.0,"Statistics",1.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",70.0,"Criminology/Criminal Justice",18.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",71.0,"Administrative Science/Public Administration",4.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",72.0,"Electronics",4.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",73.0,"Urban and Regional Planning",1.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",74.0,"Mechanics/Machine Trade",0.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",75.0,"Dance",1.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",76.0,"Gerontology",1.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",77.0,"Public Relations",1.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",78.0,"Textiles/Cloth",2.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",79.0,"Parks and Recreation",1.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",80.0,"Information technology",2.0,0.0,
majorcol,"THE FIELD OF DEGREE R EARNED",98.0,"DK/UNCODED",55.0,0.0,*
majorcol,"THE FIELD OF DEGREE R EARNED",99.0,"No answer",235.0,0.0,*
colsci,"R HAS TAKEN ANY COLLEGE-LEVEL SCI COURSE",0.0,"IAP",53273.0,0.89,*
colsci,"R HAS TAKEN ANY COLLEGE-LEVEL SCI COURSE",1.0,"Yes",2640.0,0.04,
colsci,"R HAS TAKEN ANY COLLEGE-LEVEL SCI COURSE",2.0,"No",3657.0,0.06,
colsci,"R HAS TAKEN ANY COLLEGE-LEVEL SCI COURSE",8.0,"DONT KNOW",16.0,0.0,*
colsci,"R HAS TAKEN ANY COLLEGE-LEVEL SCI COURSE",9.0,"NO ANSWER",13.0,0.0,*
colscinm,"NUMBER OF COLLEGE-LEVEL SCI COURSES R HAVE TAKEN",0.0,"IAP",56957.0,0.96,*
colscinm,"NUMBER OF COLLEGE-LEVEL SCI COURSES R HAVE TAKEN",98.0,"DONT KNOW",126.0,0.0,*
colscinm,"NUMBER OF COLLEGE-LEVEL SCI COURSES R HAVE TAKEN",99.0,"NO ANSWER",19.0,0.0,*
hsmath,"THE HIGHEST LEVEL OF MATH R COMPLETED IN HIGH SCHOOL",-1.0,"IAP",53583.0,0.9,*
hsmath,"THE HIGHEST LEVEL OF MATH R COMPLETED IN HIGH SCHOOL",0.0,"NO MATH IN HS DIDN'T GO TO HS",89.0,0.0,
hsmath,"THE HIGHEST LEVEL OF MATH R COMPLETED IN HIGH SCHOOL",1.0,"GENERAL MATH, BUSINESS, OR VOCATIONAL MATH",829.0,0.01,
hsmath,"THE HIGHEST LEVEL OF MATH R COMPLETED IN HIGH SCHOOL",2.0,"PRE-ALGEBRA",229.0,0.0,
hsmath,"THE HIGHEST LEVEL OF MATH R COMPLETED IN HIGH SCHOOL",3.0,"ONE YEAR OF ALGEBRA",827.0,0.01,
hsmath,"THE HIGHEST LEVEL OF MATH R COMPLETED IN HIGH SCHOOL",4.0,"TWO YEARS OF ALGEBRA",993.0,0.02,
hsmath,"THE HIGHEST LEVEL OF MATH R COMPLETED IN HIGH SCHOOL",5.0,"GEOMETRY PLANE OR SOLID OR BOTH",995.0,0.02,
hsmath,"THE HIGHEST LEVEL OF MATH R COMPLETED IN HIGH SCHOOL",6.0,"TRIGONOMETRY LINEAR PROGRAMMING ANALYSIS",684.0,0.01,
hsmath,"THE HIGHEST LEVEL OF MATH R COMPLETED IN HIGH SCHOOL",7.0,"PRE-CALCULUS",360.0,0.01,
hsmath,"THE HIGHEST LEVEL OF MATH R COMPLETED IN HIGH SCHOOL",8.0,"CALCULUS",605.0,0.01,
hsmath,"THE HIGHEST LEVEL OF MATH R COMPLETED IN HIGH SCHOOL",9.0,"STATISTICS PROBABILITY",116.0,0.0,
hsmath,"THE HIGHEST LEVEL OF MATH R COMPLETED IN HIGH SCHOOL",10.0,"OTHER",40.0,0.0,
hsmath,"THE HIGHEST LEVEL OF MATH R COMPLETED IN HIGH SCHOOL",98.0,"DONT KNOW",173.0,0.0,*
hsmath,"THE HIGHEST LEVEL OF MATH R COMPLETED IN HIGH SCHOOL",99.0,"NO ANSWER",76.0,0.0,*
hsbio,"R EVER TOOK A HIGH SCHOOL BIOLOGY COURSE",0.0,"IAP",53583.0,0.9,*
hsbio,"R EVER TOOK A HIGH SCHOOL BIOLOGY COURSE",1.0,"Yes",4679.0,0.08,
hsbio,"R EVER TOOK A HIGH SCHOOL BIOLOGY COURSE",2.0,"No",1172.0,0.02,
hsbio,"R EVER TOOK A HIGH SCHOOL BIOLOGY COURSE",8.0,"DONT KNOW",62.0,0.0,*
hsbio,"R EVER TOOK A HIGH SCHOOL BIOLOGY COURSE",9.0,"NO ANSWER",103.0,0.0,*
hschem,"R EVER TOOK A HIGH SCHOOL CHEMISTRY COURSE",0.0,"IAP",53583.0,0.9,*
hschem,"R EVER TOOK A HIGH SCHOOL CHEMISTRY COURSE",1.0,"Yes",3156.0,0.05,
hschem,"R EVER TOOK A HIGH SCHOOL CHEMISTRY COURSE",2.0,"No",2712.0,0.05,
hschem,"R EVER TOOK A HIGH SCHOOL CHEMISTRY COURSE",8.0,"DONT KNOW",45.0,0.0,*
hschem,"R EVER TOOK A HIGH SCHOOL CHEMISTRY COURSE",9.0,"NO ANSWER",103.0,0.0,*
hsphys,"R EVER TOOK A HIGH SCHOOL PHYSICS COURSE",0.0,"IAP",53583.0,0.9,*
hsphys,"R EVER TOOK A HIGH SCHOOL PHYSICS COURSE",1.0,"Yes",1879.0,0.03,
hsphys,"R EVER TOOK A HIGH SCHOOL PHYSICS COURSE",2.0,"No",3980.0,0.07,
hsphys,"R EVER TOOK A HIGH SCHOOL PHYSICS COURSE",8.0,"DONT KNOW",54.0,0.0,*
hsphys,"R EVER TOOK A HIGH SCHOOL PHYSICS COURSE",9.0,"NO ANSWER",103.0,0.0,*
gwsci,"UNDERSTANDING OF GLOBAL WARMING BY ENVIRONMNT SCIENTISTS",0.0,"IAP",58196.0,0.98,*
gwsci,"UNDERSTANDING OF GLOBAL WARMING BY ENVIRONMNT SCIENTISTS",1.0,"Very well",585.0,0.01,
gwsci,"UNDERSTANDING OF GLOBAL WARMING BY ENVIRONMNT SCIENTISTS",5.0,"Not at all",71.0,0.0,
gwsci,"UNDERSTANDING OF GLOBAL WARMING BY ENVIRONMNT SCIENTISTS",8.0,"DONT KNOW",55.0,0.0,*
gwsci,"UNDERSTANDING OF GLOBAL WARMING BY ENVIRONMNT SCIENTISTS",9.0,"NO ANSWER",7.0,0.0,*
gwpol,"UNDERSTANDING OF GLOBAL WARMING BY ELECTED OFFICIALS",0.0,"IAP",58196.0,0.98,*
